0.000000000000000000e+00 -6.688013104396214881e-02 9.056022165741169083e-02 -2.445043863370633189e-02 9.716604361725248926e-03 1.151096207080339225e-02 -6.341848592768817294e-04 -3.449730217565553925e-03 -2.426115725558056300e-03 5.263213492492630321e-04
1.000000000000000056e-01 2.353630634440896652e-02 1.830640086539911393e-02 1.344057680094926620e-02 2.102014414012930849e-03 -1.352346967710248669e-02 -9.393408595525575694e-03 -1.286121645384857501e-02 -5.838033296263410790e-03 -7.961706397006678218e-03
2.000000000000000111e-01 -1.988169696965438882e-01 8.427902064518077996e-02 -3.273958979901230026e-02 -7.039221636827311390e-03 -1.793866064662676466e-02 -2.137836855040746789e-02 -1.446715428235863070e-02 -1.573945334652180131e-02 -1.713356734551178470e-02
3.000000000000000444e-01 2.920326627247925300e-02 -1.170936696886040462e-01 -2.558737094907567039e-02 -1.898935153872690490e-02 -1.146773963491120804e-02 -2.702072451272501813e-02 -1.787063582945240883e-02 -2.145426497996820447e-02 -2.031553925377061268e-02
4.000000000000000222e-01 -2.252010065194288146e-01 6.172569802148318574e-02 -3.441549554982611253e-02 -5.879207393338610824e-03 -2.252685225741853786e-02 -2.474446996720929687e-02 -2.313919065468838035e-02 -2.118847447231772887e-02 -2.237966323575890301e-02
5.000000000000000000e-01 2.556781897900543138e-03 -1.163674264297572675e-02 2.438688976991097018e-02 2.576468051393204783e-02 -2.080738161938743003e-02 -2.175647796464247330e-02 -2.172374379234113737e-02 -2.219690096213000965e-02 -1.910046394814869306e-02
6.000000000000000888e-01 -1.961205352703787042e-01 1.779210249611207217e-02 -2.376758711193108914e-02 -2.974938550334584389e-02 -1.184933393313911815e-03 -2.343975603213725029e-02 -1.187327878913836676e-02 -1.843588354604653104e-02 -1.670450007349967916e-02
7.000000000000000666e-01 -4.057753331809454966e-02 -4.824419346954790348e-03 2.472007566347720481e-02 -2.871691378081894785e-02 -2.673379519674213417e-03 -1.607951002873964780e-02 -1.588946389453747485e-02 -9.548269776496670636e-03 -1.057641383837439053e-02
8.000000000000000444e-01 1.048572660186374989e-01 -9.186649816353850695e-02 -4.117325624539532047e-02 1.111528845290768973e-02 3.480296540678690098e-03 -5.722682566578719474e-03 9.476054840953139838e-04 -4.793785566632052103e-03 -4.414219624134884876e-03
9.000000000000000222e-01 1.109192422447991822e-01 7.562527333080584779e-02 6.928802622313662805e-03 1.372442713941912119e-02 -3.208971090477852339e-05 4.523221047473258843e-03 3.398223493698910441e-03 7.142222532641781529e-03 4.081930660760606927e-03
1.000000000000000000e+00 3.225103219767286311e-02 -4.058619174931247381e-02 -4.549128878181674801e-02 -1.749157118344751849e-02 -2.325654791399834470e-03 2.400454308675723653e-03 1.196897281679145525e-02 1.493950675220522169e-02 1.599790910426075047e-02
1.100000000000000089e+00 -1.278765568734342717e-02 1.685666581758908655e-02 4.506107428140664062e-02 2.639328204244877768e-03 5.040049844512281552e-02 3.339842499910425366e-02 2.924065637464251868e-02 2.795298228106613686e-02 2.897385303708487417e-02
1.200000000000000178e+00 2.099326907316657609e-01 4.067765799032931062e-03 2.088037164897887932e-02 5.059718875395124993e-02 3.659551703782705501e-02 3.854559648302903485e-02 4.395629563242254428e-02 3.993443603861283192e-02 4.239931635248359032e-02
1.300000000000000044e+00 1.762701442557556564e-01 7.598102220243985183e-02 7.869835922188403443e-02 6.293572501285595033e-02 4.075314921682736402e-02 5.002690388996174076e-02 5.770251920368359155e-02 5.616335300776884726e-02 5.548524193055454773e-02
1.400000000000000133e+00 -1.806274823733786117e-02 -8.031392240115275971e-02 5.310075021324291156e-02 6.377310479555731160e-02 8.863916385425441025e-02 6.446140524638599434e-02 6.878151022216696941e-02 7.027918566514144982e-02 6.995116383050888065e-02
1.500000000000000000e+00 1.712024239280249827e-01 1.415391561631497985e-01 1.038801286335212237e-01 1.053593741434146747e-01 8.665840043792709391e-02 8.989966922513081826e-02 8.837572983041554198e-02 8.617571685000760540e-02 8.695113531154809172e-02
1.600000000000000089e+00 8.441415331585837289e-02 8.026111100541313825e-02 1.363350590441343435e-01 1.059153375055083696e-01 1.013588159684782469e-01 9.891289506642639284e-02 1.016658844998550998e-01 1.031115545070410422e-01 1.015965310958292234e-01
1.700000000000000178e+00 1.008794807296695684e-01 7.380311786615956215e-02 7.292300624464584380e-02 9.770431588669040157e-02 1.027408227298730187e-01 1.222882379888186738e-01 1.177812219958511708e-01 1.173963905049743711e-01 1.171956466800965768e-01
1.800000000000000044e+00 1.274572431660302152e-01 2.157586945534781253e-02 1.237755944572737771e-01 1.418608077078062635e-01 1.343105867761273942e-01 1.375029541004061939e-01 1.337396574760684465e-01 1.351294511736353121e-01 1.335970629555910394e-01
1.900000000000000133e+00 -1.206748738324874837e-01 9.989103753538555730e-02 1.170019292190810356e-01 1.412528430656477818e-01 1.715906000973804191e-01 1.501737938865724264e-01 1.501087635125959996e-01 1.458118777824044254e-01 1.463644881971343792e-01
2.000000000000000000e+00 9.747273860574438842e-02 1.986514926429798766e-01 2.457674723787694193e-01 1.596010905046335027e-01 1.774643122527744254e-01 1.499099909817703802e-01 1.550965914192368733e-01 1.602204712348454241e-01 1.583786126572216679e-01
2.100000000000000089e+00 1.118097579765602312e-01 2.020117270556479327e-01 1.508559040715595212e-01 1.796893719059423633e-01 1.821857081629989772e-01 1.650421239415733599e-01 1.694505779031218184e-01 1.711168896761289249e-01 1.728843720838233455e-01
2.200000000000000178e+00 1.957296549060004998e-01 2.149499262205374350e-01 1.718723556100035799e-01 1.866409507463229200e-01 1.735687074624303883e-01 1.824950235793717512e-01 1.843218150257407706e-01 1.834231313123114437e-01 1.832773011078555614e-01
2.300000000000000266e+00 1.283569535827749353e-01 2.429138661796572674e-01 1.642004737288381144e-01 2.102218448310380627e-01 1.675941167585334179e-01 2.012874653974874584e-01 1.875708281522598664e-01 1.955283101799991374e-01 1.939758390981032310e-01
2.400000000000000355e+00 3.116958849707668344e-02 1.559796186297742471e-01 1.942089790072578370e-01 2.136025729080999191e-01 1.964898856443358655e-01 1.924289988570495324e-01 2.000823713885016841e-01 2.003063460441066868e-01 2.006514628769404951e-01
2.500000000000000000e+00 2.505655942158963589e-01 1.491831610744486503e-01 2.384824187556942032e-01 1.766008919303760638e-01 2.033684664426737287e-01 2.091012244621290872e-01 2.031147223962562198e-01 2.024740158091194175e-01 2.064357085790112234e-01
2.600000000000000089e+00 2.060992246863622146e-01 2.170252628224328684e-01 2.393334313098075539e-01 2.051064067346277386e-01 2.008179364621756335e-01 2.091287667985017307e-01 2.102404245226319190e-01 2.067627898397390029e-01 2.093873889050326120e-01
2.700000000000000178e+00 2.802329225312125693e-01 1.535926835100425158e-01 2.294085661353991168e-01 2.111419580730399259e-01 2.000047328447393247e-01 2.099879162794219822e-01 2.082128743624993839e-01 2.074067399755418206e-01 2.097174303801944417e-01
2.800000000000000266e+00 1.918316317825544126e-01 2.438746877470112373e-01 2.316389504868470173e-01 1.878755402453705647e-01 2.110068992006237654e-01 2.073396868965064754e-01 2.163300721091588330e-01 2.061392431001448644e-01 2.066282876789621026e-01
2.900000000000000355e+00 2.316307025417690402e-01 2.615523045482693876e-01 2.032084052611209946e-01 1.918038617481815922e-01 2.035614788938992781e-01 2.033533618214075911e-01 2.033495966891389617e-01 2.012209384278419444e-01 2.039625765098248833e-01
3.000000000000000000e+00 1.254112524442697052e-01 3.211728076878724858e-01 1.777579194131116702e-01 2.166721087596647777e-01 1.751703422807558419e-01 1.945265762890331096e-01 1.944296254471591379e-01 1.966974764035288592e-01 1.952878134433075619e-01
3.100000000000000089e+00 2.004950835984119772e-01 1.528147386439888122e-01 2.021289388933799613e-01 1.503814061208253172e-01 1.829423733777572059e-01 1.919501414841996989e-01 1.798353577715679497e-01 1.840930346406713936e-01 1.859128095464930575e-01
3.200000000000000178e+00 2.694458111496663699e-01 1.853201886759274775e-01 2.057087316697485124e-01 1.498198127832807702e-01 1.758513561040932205e-01 1.679584845631375833e-01 1.712218605890973022e-01 1.730733083502693226e-01 1.729384929219949518e-01
3.300000000000000266e+00 1.072353761078302103e-01 5.755448423635771416e-02 1.883928996050822369e-01 1.684171199401382768e-01 1.573345635796411512e-01 1.442838685589624415e-01 1.527643228039853029e-01 1.532982770482156920e-01 1.555887381732408425e-01
3.400000000000000355e+00 9.270395636289702201e-03 2.340372109559174518e-01 1.329507881604158892e-01 1.114256042839853467e-01 1.418931482468582528e-01 1.331057172397354105e-01 1.347404027831132778e-01 1.347602813827191159e-01 1.367490852356659514e-01
3.500000000000000000e+00 1.151349273006850027e-01 6.472647553470980974e-02 8.576112662407166243e-02 1.486886212960114584e-01 1.166808201472990941e-01 1.105679406266722870e-01 1.035836254478655072e-01 1.141469395427296279e-01 1.142032261410370064e-01
3.600000000000000089e+00 1.188669820612368311e-01 4.801230648235980253e-02 8.894286322737673944e-02 8.886694206001286012e-02 9.009233062340486764e-02 8.697341283873549767e-02 9.417189832442873776e-02 8.918951001305321091e-02 8.782315114538394307e-02
3.700000000000000178e+00 2.028035291261424955e-02 2.590619955791152729e-02 2.855069201903405463e-03 9.404713620423077458e-02 6.832923489214538793e-02 5.392721235672707364e-02 5.756988740408623684e-02 6.300033349390518622e-02 6.268764609421564882e-02
3.800000000000000266e+00 4.969011097964992629e-02 7.255081805807552658e-03 -1.701082131173425188e-02 4.524936310718128546e-02 1.618411498985630054e-02 3.365448851737158631e-02 3.548336631650628181e-02 3.113074736125574782e-02 3.135896364994655156e-02
3.900000000000000355e+00 1.585523393532728975e-01 -3.484376717858599787e-02 4.423950591973647289e-02 -3.208937122646989167e-03 -6.340509628868640571e-03 -7.940978792808065304e-03 1.706307216103346812e-03 -1.954595302139024680e-03 -3.130169691351450834e-03
4.000000000000000000e+00 8.196469187945222556e-02 1.582114517103572898e-02 -3.636333658773712590e-02 -6.805442394388688809e-02 -4.184406819469504296e-02 -3.282388712731772185e-02 -3.611046331662138426e-02 -4.039523967320514386e-02 -3.642017851186938465e-02
4.100000000000000533e+00 -3.849776496475351001e-02 -1.758974911515243100e-02 -6.230046441849546035e-02 -6.358094710727137111e-02 -8.484026886563722503e-02 -8.674171934666730088e-02 -8.078346377942120793e-02 -7.248769552795773785e-02 -7.647230979737304479e-02
4.200000000000000178e+00 -2.099443965125107336e-01 -5.297992604329033323e-02 -9.319168995212978590e-02 -1.146913559038556935e-01 -1.300013391968776466e-01 -1.121064060414967145e-01 -1.125203574524483441e-01 -1.140965167613077064e-01 -1.157207398512121177e-01
4.299999999999999822e+00 -3.724748815806737112e-01 -1.412784707110113502e-01 -1.948562261562318265e-01 -1.395088225772432577e-01 -1.829312215277026921e-01 -1.648861193863617736e-01 -1.503546242736800154e-01 -1.574585351193645844e-01 -1.558986946456418499e-01
4.400000000000000355e+00 -1.370518766476390704e-01 -2.459473370234633860e-01 -1.997493303893411176e-01 -2.098943378777158586e-01 -1.824444263602425509e-01 -2.024087343838932573e-01 -1.998555368490993467e-01 -1.982778472949201787e-01 -1.989310756104912814e-01
4.500000000000000000e+00 -1.904038471565508428e-01 -2.587837356521601739e-01 -2.201590167188379465e-01 -2.458856822184870006e-01 -2.395339652537380737e-01 -2.437400823705604125e-01 -2.420511833614233665e-01 -2.424899051758060420e-01 -2.413564772378022083e-01
